	title	mean	rank	popularity	genres
710	Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?	7.67	1327	575	['Drama', 'Fantasy', 'Romance', 'Sci-Fi']
711	Soukou Kihei Votoms	7.67	1328	4419	['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']
712	Tsurune: Kazemai Koukou Kyuudou-bu	7.67	1329	1458	['School', 'Sports']
713	Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou	7.67	1331	3329	['Drama', 'Fantasy', 'Mahou Shoujo']
714	Shoujo☆Kageki Revue Starlight	7.66	1334	2281	['Drama', 'Music', 'Performing Arts', 'School']
715	Space Cobra	7.66	1335	4559	['Action', 'Adult Cast', 'Adventure', 'Sci-Fi', 'Shounen', 'Space']
716	Tenkuu no Escaflowne	7.66	1336	1474	['Action', 'Adventure', 'Fantasy', 'Isekai', 'Love Polygon', 'Mecha', 'Psychological', 'Romance', 'Suspense']
717	Toaru Kagaku no Railgun	7.66	1337	359	['Action', 'Fantasy', 'Sci-Fi', 'Super Power']
718	Tokyo Revengers: Seiya Kessen-hen	7.66	1338	663	['Action', 'Delinquents', 'Drama', 'Shounen', 'Supernatural', 'Time Travel']
719	Tondemo Skill de Isekai Hourou Meshi	7.66	1339	1052	['Adventure', 'Comedy', 'Fantasy', 'Gourmet', 'Isekai']
720	Kindaichi Shounen no Jikenbo Returns 2nd Season	7.66	1340	6003	['Mystery', 'Shounen']
721	Kuroshitsuji	7.66	1341	121	['Action', 'Fantasy', 'Historical', 'Mystery', 'Mythology', 'Shounen']
722	Seto no Hanayome	7.66	1345	736	['Comedy', 'Fantasy', 'Organized Crime', 'Parody', 'Romance', 'School', 'Shounen']
723	ACCA: 13-ku Kansatsu-ka	7.66	1346	1434	['Adult Cast', 'Detective', 'Drama', 'Fantasy', 'Mystery', 'Seinen']
724	Akebi-chan no Sailor-fuku	7.66	1347	1297	['CGDCT', 'School', 'Seinen', 'Slice of Life']
725	Cardcaptor Sakura: Clear Card-hen	7.66	1349	1802	['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance', 'Shoujo']
726	Dekiru Neko wa Kyou mo Yuuutsu	7.66	1350	2069	['Adult Cast', 'Anthropomorphic', 'Comedy', 'Supernatural']
727	Hayate no Gotoku!!	7.66	1354	1898	['Action', 'Comedy', 'Harem', 'Parody', 'Romance', 'Shounen']
728	30-sai made Doutei dato Mahoutsukai ni Nareru Rashii	7.65	1357	2998	['Adult Cast', 'Boys Love', 'Comedy', 'Supernatural', 'Workplace']
729	Arslan Senki (TV)	7.65	1359	630	['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Military', 'Shounen']
730	Bokura wa Minna Kawai-sou	7.65	1360	613	['Romantic Subtext', 'School', 'Seinen', 'Slice of Life']
731	Fairy Tail (2014)	7.65	1364	157	['Action', 'Adventure', 'Fantasy', 'Shounen']
732	Gokinjo Monogatari	7.65	1367	4337	['Comedy', 'Drama', 'Romance', 'Shoujo', 'Visual Arts']
733	Hai to Gensou no Grimgar	7.65	1368	269	['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']
734	Tsuritama	7.65	1369	1408	['Comedy', 'Sci-Fi']
735	Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou	7.65	1370	3477	['Drama', 'Fantasy', 'Mahou Shoujo']
736	Kami nomi zo Shiru Sekai	7.65	1371	345	['Comedy', 'Harem', 'Otaku Culture', 'Romance', 'Shounen', 'Supernatural']
737	Kimi to Boku.	7.65	1372	1300	['Iyashikei', 'School', 'Shounen', 'Slice of Life']
738	Mitsudomoe Zouryouchuu!	7.65	1374	3281	['Comedy', 'Gag Humor', 'School', 'Shounen']
739	Pandora Hearts	7.65	1377	532	['Adventure', 'Fantasy', 'Mystery', 'Shounen']
740	Seikai no Senki	7.65	1379	3840	['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']
741	Machikado Mazoku	7.64	1381	1432	['CGDCT', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'School']
742	Minami-ke	7.64	1383	1372	['CGDCT', 'Comedy', 'School', 'Seinen', 'Slice of Life']
743	Minami-ke Tadaima	7.64	1384	2919	['CGDCT', 'Comedy', 'School', 'Seinen', 'Slice of Life']
744	Nanatsu no Taizai	7.64	1385	32	['Action', 'Adventure', 'Fantasy', 'Shounen']
745	Nejimaki Seirei Senki: Tenkyou no Alderamin	7.64	1386	755	['Action', 'Adventure', 'Fantasy', 'Military']
746	Rokuhou-dou Yotsuiro Biyori	7.64	1388	3852	['Adult Cast', 'Gourmet', 'Iyashikei', 'Seinen', 'Slice of Life', 'Workplace']
747	5-toubun no Hanayome	7.64	1389	165	['Comedy', 'Harem', 'Romance', 'School', 'Shounen']
748	Daa! Daa! Daa!	7.64	1392	4392	['Childcare', 'Comedy', 'Sci-Fi', 'Shoujo']
749	Digimon Tamers	7.64	1394	1219	['Adventure', 'Comedy', 'Fantasy', 'Isekai']
750	Gakuen Alice	7.64	1397	2097	['Comedy', 'Fantasy', 'Love Polygon', 'School', 'Shoujo', 'Super Power']
751	Shin Mazinger Shougeki! Z-hen	7.64	1400	5336	['Action', 'Drama', 'Mecha', 'Shounen', 'Super Power']
752	Working!!	7.64	1401	528	['Comedy', 'Romantic Subtext', 'Seinen', 'Workplace']
753	Yowamushi Pedal: New Generation	7.64	1403	2397	['Racing', 'Shounen', 'Sports']
754	Sidonia no Kishi	7.63	1404	1060	['Action', 'Mecha', 'Sci-Fi', 'Seinen', 'Space']
755	Sugar Apple Fairy Tale Part 2	7.63	1406	2883	['Adventure', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Visual Arts']
756	Yama no Susume: Next Summit	7.63	1409	4446	['Adventure', 'CGDCT', 'Iyashikei', 'Slice of Life']
757	Kidou Senshi Gundam Unicorn RE:0096	7.63	1411	3798	['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']
758	Orange	7.63	1415	219	['Drama', 'Love Polygon', 'Romance', 'School', 'Sci-Fi', 'Shoujo', 'Time Travel']
759	Poyopoyo Kansatsu Nikki	7.63	1416	4791	['Comedy', 'Pets', 'Seinen', 'Slice of Life']
760	Sekaiichi Hatsukoi	7.63	1420	1118	['Adult Cast', 'Boys Love', 'Otaku Culture', 'Workplace']
761	Ao Haru Ride	7.63	1421	181	['Love Polygon', 'Romance', 'School', 'Shoujo']
762	Flip Flappers	7.63	1426	1256	['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Sci-Fi']
763	Genshiken	7.63	1427	1342	['Adult Cast', 'Otaku Culture', 'Parody', 'Seinen', 'Slice of Life']
764	Ichigo Mashimaro	7.63	1429	1940	['CGDCT', 'Iyashikei', 'Slice of Life']
765	Inuyashiki	7.63	1430	328	['Action', 'Drama', 'Gore', 'Psychological', 'Sci-Fi', 'Seinen', 'Suspense']
766	Aggressive Retsuko	7.62	1431	2002	['Anthropomorphic', 'Comedy', 'Music', 'Workplace']
767	AKB0048: Next Stage	7.62	1432	3717	['Idols (Female)', 'Music', 'Sci-Fi']
768	Bishoujo Senshi Sailor Moon SuperS	7.62	1433	1835	['Fantasy', 'Mahou Shoujo', 'Romance', 'Shoujo']
769	Chibi Maruko-chan	7.62	1435	5831	['Comedy', 'Shoujo']
770	D4DJ First Mix	7.62	1436	3492	['Idols (Female)', 'Music', 'School']
771	Free! Eternal Summer	7.62	1440	555	['School', 'Sports']
772	Heion Sedai no Idaten-tachi	7.62	1444	1267	['Action', 'Adventure', 'Fantasy', 'Mythology', 'Seinen']
773	Shingeki no Bahamut: Genesis	7.62	1446	559	['Action', 'Adventure', 'Fantasy']
774	Karasu wa Aruji wo Erabanai	7.62	1450	4323	['Drama', 'Fantasy', 'Historical', 'Mythology']
775	Kyou kara Maou!	7.62	1452	1909	['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Shoujo']
776	Lupin III	7.62	1454	2053	['Action', 'Adult Cast', 'Adventure', 'Comedy', 'Mystery', 'Seinen']
777	Maria-sama ga Miteru: Haru	7.62	1455	4213	['Drama', 'Girls Love', 'School', 'Shoujo']
778	Mashle	7.62	1456	384	['Action', 'Comedy', 'Fantasy', 'Gag Humor', 'Parody', 'School', 'Shounen']
779	Owari no Seraph: Nagoya Kessen-hen	7.62	1459	241	['Action', 'Drama', 'Fantasy', 'Military', 'Shounen', 'Vampire']
780	Seikai no Monshou	7.62	1462	3058	['Action', 'Military', 'Romance', 'Sci-Fi', 'Space']
781	Servant x Service	7.62	1463	1102	['Adult Cast', 'Comedy', 'Seinen', 'Workplace']
782	Sexy Commando Gaiden: Sugoi yo!! Masaru-san	7.62	1464	5839	['Action', 'Comedy', 'Gag Humor', 'Martial Arts', 'School', 'Shounen']
783	Konnichiwa Anne: Before Green Gables	7.61	1471	7112	['Drama', 'Historical']
784	Mahou Shoujo Lyrical Nanoha StrikerS	7.61	1473	3037	['Action', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo']
785	Master Keaton	7.61	1475	4203	['Adult Cast', 'Adventure', 'Drama', 'Historical', 'Mystery', 'Seinen']
786	Nurarihyon no Mago	7.61	1476	902	['Action', 'Mythology', 'Shounen', 'Supernatural']
787	Osomatsu-san 2nd Season	7.61	1477	3011	['Comedy', 'Gag Humor', 'Parody']
788	Rozen Maiden: Träumend	7.61	1481	2034	['Action', 'Comedy', 'Drama', 'Fantasy', 'Seinen']
789	Senki Zesshou Symphogear AXZ	7.61	1483	3726	['Action', 'Idols (Female)', 'Music', 'Sci-Fi']
790	Blood+	7.61	1485	627	['Action', 'Drama', 'Gore', 'Horror', 'Military', 'Mystery', 'Supernatural', 'Vampire']
791	Chrno Crusade	7.61	1486	1084	['Action', 'Historical', 'Mythology', 'Romance', 'Shounen', 'Supernatural']
792	Eikoku Koi Monogatari Emma	7.61	1490	2882	['Adult Cast', 'Drama', 'Historical', 'Romance', 'Seinen']
793	Fune wo Amu	7.61	1491	1797	['Adult Cast', 'Award Winning', 'Drama', 'Romance', 'Workplace']
794	Fushigi Yuugi	7.61	1492	1838	['Action', 'Adventure', 'Fantasy', 'Historical', 'Isekai', 'Martial Arts', 'Reverse Harem', 'Romance', 'Shoujo']
795	Gakkougurashi!	7.61	1494	501	['Horror', 'Mystery', 'Psychological', 'School', 'Slice of Life', 'Supernatural', 'Survival', 'Suspense']
796	Hakkenden: Touhou Hakken Ibun 2nd Season	7.61	1495	2774	['Action', 'Fantasy', 'Mystery', 'Mythology', 'Shoujo']
797	Hirogaru Sky! Precure	7.61	1496	6407	['Action', 'Fantasy', 'Mahou Shoujo']
798	Jigoku Shoujo	7.61	1498	659	['Horror', 'Mystery', 'Psychological', 'Supernatural', 'Suspense']
799	Jigoku Shoujo Mitsuganae	7.61	1499	2058	['Horror', 'Mystery', 'Psychological', 'Supernatural']
800	Soukyuu no Fafner: Dead Aggressor - Exodus Part 2	7.61	1501	5440	['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']
801	Trapp Ikka Monogatari	7.61	1505	6822	['Childcare', 'Drama', 'Historical', 'Music', 'Romance']
802	Utawarerumono	7.61	1506	1390	['Action', 'Drama', 'Fantasy', 'Sci-Fi']
803	Shinigami Bocchan to Kuro Maid	7.6	1507	999	['Comedy', 'Romantic Subtext', 'Supernatural']
804	Shinigami Bocchan to Kuro Maid 2nd Season	7.6	1508	2385	['Comedy', 'Romantic Subtext', 'Supernatural']
805	Tegamibachi	7.6	1509	1820	['Adventure', 'Fantasy', 'Shounen']
806	The iDOLM@STER	7.6	1510	1522	['Comedy', 'Drama', 'Idols (Female)', 'Music']
807	Tonikaku Kawaii 2nd Season	7.6	1512	1000	['Comedy', 'Romance', 'Shounen']
808	White Album 2	7.6	1514	997	['Drama', 'Love Polygon', 'Music', 'Romance']
809	Yama no Susume Third Season	7.6	1515	4343	['Adventure', 'CGDCT', 'Iyashikei', 'Slice of Life']
810	Junjou Romantica 3	7.6	1516	1825	['Adult Cast', 'Boys Love', 'Comedy', 'Drama']
811	Kino no Tabi: The Beautiful World - The Animated Series	7.6	1517	1168	['Adventure', 'Drama', 'Fantasy']
812	Mahoujin Guruguru	7.6	1518	6131	['Adventure', 'Comedy', 'Fantasy', 'Shounen']
813	Prison School	7.6	1520	154	['Comedy', 'Ecchi', 'Gag Humor', 'School', 'Seinen']
814	Rurouni Kenshin: Meiji Kenkaku Romantan (2023)	7.6	1521	1873	['Action', 'Historical', 'Samurai', 'Shounen']
815	Ani ni Tsukeru Kusuri wa Nai! 4	7.6	1522	4123	['Comedy', 'School']
816	Bokura no	7.6	1525	1254	['Action', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Seinen', 'Survival', 'Suspense']
817	Free! Dive to the Future	7.6	1531	1327	['School', 'Sports']
818	Full Metal Panic!	7.6	1533	448	['Action', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']
819	Giji Harem	7.6	1534	2515	['Romantic Subtext', 'School', 'Shounen', 'Slice of Life']
820	Aikatsu Stars!	7.59	1538	4874	['Idols (Female)', 'Music', 'School', 'Slice of Life']
821	Ashita no Nadja	7.59	1539	3893	['Adventure', 'Drama', 'Historical', 'Romance']
822	Chuuka Ichiban!	7.59	1540	4919	['Action', 'Comedy', 'Drama', 'Gourmet', 'Shounen']
823	Fairy Tail: Final Series	7.59	1542	437	['Action', 'Adventure', 'Fantasy', 'Shounen']
824	Fuufu Ijou, Koibito Miman.	7.59	1543	770	['Love Polygon', 'Romance', 'School', 'Seinen']
825	Hana yori Dango	7.59	1544	2803	['Drama', 'Love Polygon', 'Romance', 'School', 'Shoujo']
826	Hoshiai no Sora	7.59	1546	1199	['Drama', 'School', 'Sports']
827	Ima, Soko ni Iru Boku	7.59	1547	1579	['Adventure', 'Drama', 'Fantasy', 'Isekai', 'Military', 'Sci-Fi']
828	Soredemo Sekai wa Utsukushii	7.59	1550	765	['Adventure', 'Fantasy', 'Romance', 'Shoujo']
829	Tensura Nikki: Tensei shitara Slime Datta Ken	7.59	1553	699	['Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Shounen']
830	Uma Musume: Pretty Derby Season 3	7.59	1554	4883	['Anthropomorphic', 'Racing', 'Sports']
831	Yuuki Bakuhatsu Bang Bravern	7.59	1556	4667	['Action', 'Adult Cast', 'Comedy', 'Mecha', 'Military', 'Parody', 'Sci-Fi']
832	Kareshi Kanojo no Jijou	7.59	1557	1051	['Comedy', 'Drama', 'Romance', 'School', 'Shoujo']
833	Kekkai Sensen	7.59	1558	197	['Action', 'Fantasy', 'Shounen', 'Super Power', 'Vampire']
834	Kekkaishi	7.59	1559	1962	['Action', 'Adventure', 'Mythology', 'Shounen', 'Supernatural']
835	Kidou Butouden G Gundam	7.58	1566	2627	['Action', 'Drama', 'Martial Arts', 'Mecha', 'Romance', 'Sci-Fi', 'Space']
836	Love Live! Sunshine!! 2nd Season	7.58	1568	1875	['Idols (Female)', 'Music', 'School', 'Slice of Life']
837	Majin Tantei Nougami Neuro	7.58	1570	2673	['Comedy', 'Detective', 'Mystery', 'Mythology', 'Shounen', 'Supernatural']
838	Romeo x Juliet	7.58	1572	1308	['Drama', 'Fantasy', 'Historical', 'Romance']
839	Akiba Meido Sensou	7.58	1574	1489	['Action', 'Comedy', 'Organized Crime']
840	Akudama Drive	7.58	1575	522	['Action', 'Adult Cast', 'Gore', 'Sci-Fi', 'Suspense']
841	Arknights: Touin Kiro	7.58	1577	3418	['Action', 'Fantasy']
842	BanG Dream! 2nd Season	7.58	1578	3319	['CGDCT', 'Music', 'School']
843	Birdie Wing: Golf Girls' Story Season 2	7.58	1579	3870	['Sports']
844	Black Jack (TV)	7.58	1580	3729	['Drama', 'Medical', 'Shounen']
845	Sword Art Online: Alicization - War of Underworld	7.58	1590	255	['Action', 'Adventure', 'Fantasy', 'Video Game']
846	Wonder Egg Priority	7.58	1591	261	['Drama', 'Fantasy', 'Psychological', 'Suspense']
847	World Trigger	7.58	1592	546	['Action', 'Sci-Fi', 'Shounen']
848	Yowamushi Pedal: Glory Line	7.58	1593	2856	['Racing', 'Shounen', 'Sports']
849	Sword Art Online: Alicization	7.57	1595	145	['Action', 'Adventure', 'Fantasy', 'Video Game']
850	Tada-kun wa Koi wo Shinai	7.57	1596	821	['Comedy', 'Romance', 'School', 'Visual Arts']
851	Tsubasa Chronicle 2nd Season	7.57	1599	1863	['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Shounen']
852	Ushio to Tora (TV)	7.57	1601	1083	['Action', 'Adventure', 'Mythology', 'Shounen', 'Supernatural']
853	Yume-iro Pâtissière SP Professional	7.57	1603	3469	['Gourmet', 'Shoujo', 'Slice of Life']
854	Radiant 2nd Season	7.57	1608	1970	['Action', 'Adventure', 'Fantasy']
855	Senpai ga Uzai Kouhai no Hanashi	7.57	1610	717	['Adult Cast', 'Comedy', 'Romantic Subtext', 'Workplace']
856	Ajin Part 2	7.57	1612	831	['Action', 'Gore', 'Horror', 'Mystery', 'Seinen', 'Supernatural']
857	Candy Candy	7.57	1615	4010	['Drama', 'Historical', 'Romance', 'Shoujo']
858	Dragon Quest: Dai no Daibouken (TV)	7.57	1618	4519	['Action', 'Adventure', 'Fantasy', 'Shounen']
859	Fairy Tail	7.57	1619	53	['Action', 'Adventure', 'Fantasy', 'Shounen']
860	Fukigen na Mononokean Tsuzuki	7.57	1620	3048	['Comedy', 'Mythology', 'Supernatural']
861	Full Metal Panic! Invisible Victory	7.57	1621	2111	['Action', 'Mecha', 'Military']
862	Ga-Rei: Zero	7.57	1622	1023	['Action', 'Gore', 'Shounen', 'Super Power', 'Supernatural', 'Suspense']
863	GetBackers	7.57	1623	1812	['Action', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']
864	Arakawa Under the Bridge	7.56	1627	673	['Comedy', 'Romance', 'Seinen']
865	Hakuouki: Hekketsuroku	7.56	1632	2305	['Action', 'Drama', 'Historical', 'Josei', 'Samurai', 'Supernatural']
866	Hokuto no Ken 2	7.56	1636	4000	['Action', 'Drama', 'Gore', 'Martial Arts', 'Sci-Fi', 'Shounen', 'Super Power']
867	Isekai Nonbiri Nouka	7.56	1638	1162	['Fantasy', 'Isekai', 'Reincarnation', 'Slice of Life']
868	Tamayura: More Aggressive	7.56	1644	4794	['CGDCT', 'Iyashikei', 'Slice of Life']
869	Yama no Susume Second Season	7.56	1646	3750	['Adventure', 'CGDCT', 'Iyashikei', 'Slice of Life']
870	Yuru Yuri	7.56	1649	704	['Award Winning', 'CGDCT', 'Comedy', 'Gag Humor', 'Girls Love', 'School']
871	Kubo-san wa Mob wo Yurusanai	7.56	1654	1196	['Comedy', 'Romance', 'School', 'Seinen']
872	Log Horizon 2nd Season	7.56	1656	355	['Action', 'Adult Cast', 'Adventure', 'Fantasy', 'Video Game']
873	Majo no Tabitabi	7.56	1659	568	['Adventure', 'Fantasy']
874	MF Ghost	7.56	1661	2804	['Racing', 'Seinen']
875	Nanatsu no Taizai: Imashime no Fukkatsu	7.56	1662	130	['Action', 'Adventure', 'Fantasy', 'Shounen']
876	New Game!	7.56	1663	531	['Adult Cast', 'CGDCT', 'Comedy', 'Otaku Culture', 'Workplace']
877	Nisekoi	7.56	1664	123	['Comedy', 'Harem', 'Romance', 'School', 'Shounen']
878	No.6	7.56	1665	521	['Action', 'Drama', 'Mystery', 'Sci-Fi']
879	Noein: Mou Hitori no Kimi e	7.56	1666	2231	['Adventure', 'Drama', 'Sci-Fi', 'Time Travel']
880	Pokemon: Mezase Pokemon Master	7.56	1669	4563	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']
881	Runway de Waratte	7.56	1670	1746	['Drama', 'School', 'Shounen', 'Showbiz', 'Visual Arts']
882	Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.	7.56	1671	2221	['Adventure', 'Crossdressing', 'Fantasy', 'Isekai', 'Reincarnation']
883	Senjou no Valkyria	7.56	1673	1723	['Action', 'Military', 'Romance']
884	K: Return of Kings	7.55	1675	724	['Action', 'Fantasy', 'Super Power']
885	Kaitou Saint Tail	7.55	1676	4775	['Adventure', 'Romance', 'Shoujo']
886	Kami no Tou	7.55	1677	175	['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']
887	Konjiki no Gash Bell!!	7.55	1681	1760	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mythology', 'Shounen']
888	Megami no Café Terrace 2nd Season	7.54	1683	3494	['Adult Cast', 'Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']
889	Moyashimon	7.55	1685	2546	['Adult Cast', 'Comedy', 'Gourmet', 'Seinen', 'Supernatural']
890	Pokemon (2019)	7.55	1689	2253	['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']
891	Pretty Rhythm: Rainbow Live	7.55	1690	5695	['Idols (Female)', 'Music', 'Sports']
892	Re:Creators	7.55	1691	443	['Action', 'Fantasy']
893	Sakamoto desu ga?	7.55	1693	253	['Comedy', 'Gag Humor', 'School', 'Seinen']
894	Seitokai Yakuindomo	7.55	1694	457	['Comedy', 'Gag Humor', 'School', 'Shounen']
895	Shakugan no Shana II (Second)	7.55	1695	785	['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance', 'School']
896	Chuunibyou demo Koi ga Shitai! Ren	7.55	1699	268	['Comedy', 'Romance', 'School']
897	Deaimon	7.55	1700	2151	['Childcare', 'Seinen', 'Slice of Life', 'Workplace']
898	Gugure! Kokkuri-san	7.55	1704	1317	['Comedy', 'Gag Humor', 'Shounen', 'Supernatural']
899	Hataraku Saibou	7.55	1705	330	['Anthropomorphic', 'Comedy', 'Educational', 'Medical', 'Shounen']
900	Shoukoku no Altair	7.55	1709	2452	['Adventure', 'Drama', 'Fantasy', 'Historical', 'Military', 'Shounen']
901	Tsurezure Children	7.55	1711	274	['Comedy', 'Romance', 'School', 'Shounen']
902	UFO Robo Grendizer	7.55	1712	5875	['Action', 'Mecha', 'Sci-Fi']
903	Shin Tennis no Oujisama	7.54	1714	2767	['School', 'Shounen', 'Sports']
904	Shounen Onmyouji	7.54	1715	2972	['Action', 'Fantasy', 'Historical', 'Mythology', 'Shoujo']
905	Shoushimin Series	7.54	1716	3017	['Mystery', 'School']
906	Uchuu Senkan Yamato	7.54	1719	4148	['Action', 'Adult Cast', 'Adventure', 'Award Winning', 'Drama', 'Military', 'Sci-Fi', 'Space']
907	Wakakusa Monogatari: Nan to Jo-sensei	7.54	1720	7464	['Drama', 'Historical', 'School', 'Slice of Life']
908	Yamada-kun to 7-nin no Majo	7.54	1722	243	['Comedy', 'Harem', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']
909	Yondemasu yo, Azazel-san. Z	7.54	1723	3560	['Comedy', 'Gag Humor', 'Mythology', 'Seinen', 'Supernatural']
910	Kakuriyo no Yadomeshi	7.54	1725	1375	['Adult Cast', 'Drama', 'Fantasy', 'Gourmet', 'Isekai', 'Josei', 'Mythology', 'Romance']
911	Minami-ke Okaeri	7.54	1728	2684	['CGDCT', 'Comedy', 'School', 'Seinen', 'Slice of Life']
912	Mutsu Enmei Ryuu Gaiden: Shura no Toki	7.54	1729	4483	['Action', 'Historical', 'Martial Arts', 'Samurai', 'Shounen']
913	Nijuu Mensou no Musume	7.54	1730	3820	['Action', 'Adventure', 'Mystery', 'Seinen']
914	Perrine Monogatari	7.54	1731	7746	['Drama', 'Historical']
915	Ragna Crimson	7.54	1732	1298	['Action', 'Fantasy', 'Shounen']
916	Aa! Megami-sama! Sorezore no Tsubasa	7.54	1735	2692	['Comedy', 'Harem', 'Romance', 'Seinen', 'Supernatural']
917	Basilisk: Kouga Ninpou Chou	7.54	1738	1278	['Action', 'Adult Cast', 'Drama', 'Gore', 'Historical', 'Martial Arts', 'Romance', 'Samurai', 'Seinen']
918	Chiyu Mahou no Machigatta Tsukaikata	7.54	1740	1214	['Action', 'Fantasy', 'Isekai']
919	Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka	7.54	1745	75	['Action', 'Adventure', 'Fantasy']
920	Gensoumaden Saiyuuki	7.54	1747	2991	['Action', 'Adventure', 'Drama', 'Fantasy', 'Mythology', 'Shounen']
921	Hinomaruzumou	7.54	1751	1813	['Combat Sports', 'School', 'Shounen', 'Sports']
922	Hungry Heart: Wild Striker	7.54	1752	4450	['Comedy', 'Shounen', 'Slice of Life', 'Sports', 'Team Sports']
923	Jigoku Sensei Nube	7.54	1753	4763	['Adventure', 'Comedy', 'Horror', 'Romance', 'School', 'Shounen', 'Supernatural']
924	Amaama to Inazuma	7.53	1754	758	['Childcare', 'Gourmet', 'Iyashikei', 'Seinen', 'Slice of Life']
925	Black Jack 21	7.53	1755	5666	['Action', 'Drama', 'Medical', 'Shounen']
926	Demi-chan wa Kataritai	7.53	1757	557	['Comedy', 'Fantasy', 'Mythology', 'School', 'Seinen', 'Vampire']
927	Giant Killing	7.53	1760	2607	['Drama', 'Seinen', 'Sports', 'Team Sports']
928	So Ra No Wo To	7.53	1764	1455	['CGDCT', 'Iyashikei', 'Military', 'Music', 'Sci-Fi', 'Slice of Life']
929	Star☆Twinkle Precure	7.53	1765	5900	['Action', 'Fantasy', 'Mahou Shoujo']
930	Taiho Shichau zo (TV)	7.53	1766	3702	['Action', 'Adult Cast', 'Comedy', 'Detective', 'Seinen', 'Workplace']
931	The Big O	7.53	1767	2134	['Action', 'Adult Cast', 'Mecha', 'Mystery', 'Psychological', 'Sci-Fi']
932	Tonari no Seki-kun	7.53	1769	1028	['Comedy', 'School', 'Seinen']
933	Uchuu Patrol Luluco	7.53	1770	1529	['Action', 'Adventure', 'Comedy', 'Parody', 'Sci-Fi', 'Space']
934	Kanojo ga Koushaku-tei ni Itta Riyuu	7.53	1773	1586	['Fantasy', 'Isekai', 'Reincarnation', 'Romance']
935	Kindaichi Shounen no Jikenbo Returns	7.53	1776	5037	['Mystery', 'Shounen']
936	Koukyuu no Karasu	7.53	1777	2193	['Fantasy', 'Historical', 'Josei', 'Mystery', 'Mythology']
937	Mashiro no Oto	7.53	1779	1546	['Drama', 'Music', 'School', 'Shounen']
938	Net-juu no Susume	7.53	1781	481	['Adult Cast', 'Comedy', 'Romance', 'Video Game']
939	Nobunaga Concerto	7.53	1782	2880	['Comedy', 'Historical', 'Romance', 'Shounen', 'Time Travel']
940	Patapata Hikousen no Bouken	7.53	1783	6801	['Adventure', 'Sci-Fi']
941	Kemono Friends	7.52	1789	2378	['Adventure', 'Anthropomorphic', 'Award Winning', 'Comedy', 'Fantasy', 'Iyashikei']
